id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
645,"Michael Garcia","ESG investing is The greatest misallocation of capital in the history of the world","UgxfK6ypZ4nh93V9rjR4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxfK6ypZ4nh93V9rjR4AaABAg","2021-10-18 15:06:04",0,"ESG investing is The greatest misallocation of capital in the history of the world","http://www.youtube.com/channel/UCnw4FGIVpe3oc3jYCCYz9fA",
646,"pkeeper419","ESG = communism by another name!","UgxEhIG9nkDvkG1Z9-d4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxEhIG9nkDvkG1Z9-d4AaABAg","2021-10-18 15:05:35",0,"ESG = communism by another name!","http://www.youtube.com/channel/UClvjDVnausGmyTbrIYllSgw",
647,"david letterman","ESG: acronym for Leftist cancer","UgzuRefOlq1cUH_x83Z4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzuRefOlq1cUH_x83Z4AaABAg","2021-10-18 15:04:42",0,"ESG: acronym for Leftist cancer","http://www.youtube.com/channel/UCq5hQltCU1IDHEJHeIhnGfg",
648,"Richard Umbluegray","Excellent explanation! Thank you!","UgwA74_NRYrN2PVXr3F4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwA74_NRYrN2PVXr3F4AaABAg","2021-10-18 14:54:52",0,"Excellent explanation! Thank you!","http://www.youtube.com/channel/UCfVADMeRizD5Wic1QyNC4Sw",
649,"Bolt","The YouTube channel ""How Money Works"" did a video on ethical investing and I recommend it to anyone who is still interested in the topic.","UgzIvrucaACt1neYXiJ4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzIvrucaACt1neYXiJ4AaABAg","2021-10-18 14:50:50",0,"The YouTube channel ""How Money Works"" did a video on ethical investing and I recommend it to anyone who is still interested in the topic.","http://www.youtube.com/channel/UCWZ4Fw108V_l-i9ioqY6QGA",
650,"Bolt","It\'s worth mentioning that if someone else is doing ESG investing, and understand, risks with it, and that they will get slightly lower returns that is okay. There are enough normal investors that even some large investors switching to ESG investing will not break the market. It will however create some good opportunities for a non-ESG investor to buy stocks when an ESG investor is dumping them.","UgzYdYRihvgz56N0n6l4AaABAg","",2,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzYdYRihvgz56N0n6l4AaABAg","2021-10-18 14:49:34",0,"It\'s worth mentioning that if someone else is doing ESG investing, and understand, risks with it, and that they will get slightly lower returns that is okay. There are enough normal investors that even some large investors switching to ESG investing will not break the market. It will however create some good opportunities for a non-ESG investor to buy stocks when an ESG investor is dumping them.","http://www.youtube.com/channel/UCWZ4Fw108V_l-i9ioqY6QGA",
651,"ticarot","What will the ESG promoters say when their forced disinvestment in gas, oil and coal results in very high inflation for all food and industrial products including those for producing and storing renewable energy?","Ugzp0cP_NfJTM73ZgZJ4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugzp0cP_NfJTM73ZgZJ4AaABAg","2021-10-18 14:46:35",1,"What will the ESG promoters say when their forced disinvestment in gas, oil and coal results in very high inflation for all food and industrial products including those for producing and storing renewable energy?","http://www.youtube.com/channel/UCKrFvQr6ylk8WQW6gPZvqfg",
652,"Manuel Forcina","That is a cost necessary to make a world a better place. Little matters if the ordinary people will pay the cost...what it matters is to solve the CliMaTe ChANge. Greta has spoken","Ugzp0cP_NfJTM73ZgZJ4AaABAg.9Te3MwCzXdy9TeHwfcWTeT","ticarot",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugzp0cP_NfJTM73ZgZJ4AaABAg.9Te3MwCzXdy9TeHwfcWTeT","2021-10-18 16:53:56",0,"That is a cost necessary to make a world a better place. Little matters if the ordinary people will pay the cost...what it matters is to solve the CliMaTe ChANge. Greta has spoken","http://www.youtube.com/channel/UCdDcJR-bF_4kmDEy9v9BXaQ",
653,"Eric Madsen","To brake it down, when a company gets WOKE it goes BROKE.","UgyjlU6OP-e4_ZOcIKB4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyjlU6OP-e4_ZOcIKB4AaABAg","2021-10-18 14:40:46",0,"To brake it down, when a company gets WOKE it goes BROKE.","http://www.youtube.com/channel/UCWd61F8BvOiDyotJlTp4A9Q",
654,"Brian J Govern","Most people in the ESG crowd are watermelons. Green on the outside and red on the inside.","UgwtDiYgNam1rRFC1nV4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwtDiYgNam1rRFC1nV4AaABAg","2021-10-18 14:38:13",0,"Most people in the ESG crowd are watermelons. Green on the outside and red on the inside.","http://www.youtube.com/channel/UC9h3HOCCZOhc-AEgXtQaW0Q",
655,"chipbox929","Thanks... informative!","UgzuPYIOdVkZxTT2HSB4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzuPYIOdVkZxTT2HSB4AaABAg","2021-10-18 14:37:16",0,"Thanks... informative!","http://www.youtube.com/channel/UCDaXYkH5gYIu86dOSKYlOiA",
656,"The Seeker","First, ESG is kinda BS, Second, measuring a company solely by profits is a terrible metric because it doesn\'t tell the story behind the morality of the people who run the company. I\'m not for moral regulation, but lets face the facts that there are cheaters in capitalism with externalities that profit cannot account for, one being the climate. What I think is funny about capitalists and at the same time marxist is that they both hate what blockchain (bitcoin etc.) has to offer. It is a just and open market, that is also inclusive to all who want to participate. I would love to see more of these ""Freedom"" videos on capitalism to go further into emerging tech like blockchain, rather than perpetuating the dying system we have now. America isn\'t capitalist, nor socialist it falls somewhere in-between much like blockchain technology. We need the right system for a UNITED society.","Ugzf_PxMd1w7okbG60B4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugzf_PxMd1w7okbG60B4AaABAg","2021-10-18 14:27:29",1,"First, ESG is kinda BS, Second, measuring a company solely by profits is a terrible metric because it doesn\'t tell the story behind the morality of the people who run the company. I\'m not for moral regulation, but lets face the facts that there are cheaters in capitalism with externalities that profit cannot account for, one being the climate. What I think is funny about capitalists and at the same time marxist is that they both hate what blockchain (bitcoin etc.) has to offer. It is a just and open market, that is also inclusive to all who want to participate. I would love to see more of these ""Freedom"" videos on capitalism to go further into emerging tech like blockchain, rather than perpetuating the dying system we have now. America isn\'t capitalist, nor socialist it falls somewhere in-between much like blockchain technology. We need the right system for a UNITED society.","http://www.youtube.com/channel/UCKF38L_zts0Hy1G0IWDCtEQ",
657,"Hughes Crawford","Like Enron and WorldCom. Or you know the whole global financal market.","Ugzf_PxMd1w7okbG60B4AaABAg.9Te1B0LLjIC9Te7VPhH5qv","The Seeker",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugzf_PxMd1w7okbG60B4AaABAg.9Te1B0LLjIC9Te7VPhH5qv","2021-10-18 15:22:42",0,"Like Enron and WorldCom. Or you know the whole global financal market.","http://www.youtube.com/channel/UCnRrG_19ih97MhSuttLRmdA",
658,"1safety4all","The Woke People are all Idiots, lets hope they all go broke, but unlikely too many Millionaire Politicians, you should do s segment on how politicians become millionaire as elected officials, that is truly criminal","UgyGLPBjY3E6EgLQart4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyGLPBjY3E6EgLQart4AaABAg","2021-10-18 14:26:47",0,"The Woke People are all Idiots, lets hope they all go broke, but unlikely too many Millionaire Politicians, you should do s segment on how politicians become millionaire as elected officials, that is truly criminal","http://www.youtube.com/channel/UCpHt9mz4DkTNTyGRyIc1AAw",
659,"Bill A","This video didn\'t quite hit the mark. It was oversimplified. There\'s no right or wrong here. The subject is extremely complex. Take the oil example which mentions powering of homes but doesn\'t mention OPEC market monopoly on prices. Or even the ""shoe company\'s reputation"" example, if you take Nike who were (are?) using child labour for decades which didn\'t impact sales at all, as long as you have the marketing budget to turn heads. There are huge problems with ESG, but I don\'t think this particular video does it justice.","UgwVjbzC6vdVimIjXIx4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwVjbzC6vdVimIjXIx4AaABAg","2021-10-18 14:25:15",0,"This video didn\'t quite hit the mark. It was oversimplified. There\'s no right or wrong here. The subject is extremely complex. Take the oil example which mentions powering of homes but doesn\'t mention OPEC market monopoly on prices. Or even the ""shoe company\'s reputation"" example, if you take Nike who were (are?) using child labour for decades which didn\'t impact sales at all, as long as you have the marketing budget to turn heads. There are huge problems with ESG, but I don\'t think this particular video does it justice.","http://www.youtube.com/channel/UCwLiNZ3pFkhSRBEfltaEXpg",
660,"Human Lives Matter!","heard the Klaus Schwab talk with the EU Bank.""First ignorer to live we need the earth to live"" - sounds like Lebensraum.Only more ambitious.THen they talk about less consumerism, reduced to reasonable essential needs (and Schwab decides, like Stalin, what you need).Schwab\'s BMI doesn\'t suggest restriction in consumption for himself.I even read again the book of the illegal migrant that became in the 30th the leader of my birth-country Germany, as the whole economic suggestions sounded so familiar.Little hint: The idea that ""if it wasn\'t for the genocide"" the Nazi were good is stupid.BUt the EU central bank even praises Moefa-papers.Also in a global Germany there wouldn\'t be borders.Piracy and theft aren\'t capitalism, so participation of slaves in a free market is not a free market in which all participants are free.But self-declared philanthropist produce with CCP slave labour, whom do you think the Taliban will let extract rare minerals for China to have more solar panels afterwards floating in te ocean?In Europe the toxic waste of ""green energy"" old car batteries, solarpanels, rotten wind-pannels are a big problem for our environment, and when the animals eaten up from the inside out by those chemicals die, that\'s not passionate.Like ""don\'t eat goo-fish if you can have ghost fishing instead "" (the lost nylon, capturing saline which then slowly starves under water.)","UgxHM2d4i0wD284xz3J4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxHM2d4i0wD284xz3J4AaABAg","2021-10-18 14:24:53",0,"heard the Klaus Schwab talk with the EU Bank.""First ignorer to live we need the earth to live"" - sounds like Lebensraum.Only more ambitious.THen they talk about less consumerism, reduced to reasonable essential needs (and Schwab decides, like Stalin, what you need).Schwab\'s BMI doesn\'t suggest restriction in consumption for himself.I even read again the book of the illegal migrant that became in the 30th the leader of my birth-country Germany, as the whole economic suggestions sounded so familiar.Little hint: The idea that ""if it wasn\'t for the genocide"" the Nazi were good is stupid.BUt the EU central bank even praises Moefa-papers.Also in a global Germany there wouldn\'t be borders.Piracy and theft aren\'t capitalism, so participation of slaves in a free market is not a free market in which all participants are free.But self-declared philanthropist produce with CCP slave labour, whom do you think the Taliban will let extract rare minerals for China to have more solar panels afterwards floating in te ocean?In Europe the toxic waste of ""green energy"" old car batteries, solarpanels, rotten wind-pannels are a big problem for our environment, and when the animals eaten up from the inside out by those chemicals die, that\'s not passionate.Like ""don\'t eat goo-fish if you can have ghost fishing instead "" (the lost nylon, capturing saline which then slowly starves under water.)","http://www.youtube.com/channel/UCmj-8FscLH4F3RBqJj1JG5g",
661,"Ku Thao","Lawl ... We all know the AC vs DC story (not the band) right??? How windows Operating System came to being? Yeah they turned all innovation into profits ... Turning inventions into a service is not a bad thing Claiming innovation for profit is for the betterment of mankind and the true Pinnacle of greatness; however, is not as true as they would like you to believe There is a difference between service and innovation Free services are often destroyed by profit driven folks because they get paid to do so. Profit driven often causes less innovation than you think","Ugz8bSRQnsEtlgCuF9J4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugz8bSRQnsEtlgCuF9J4AaABAg","2021-10-18 14:16:58",0,"Lawl ... We all know the AC vs DC story (not the band) right??? How windows Operating System came to being? Yeah they turned all innovation into profits ... Turning inventions into a service is not a bad thing Claiming innovation for profit is for the betterment of mankind and the true Pinnacle of greatness; however, is not as true as they would like you to believe There is a difference between service and innovation Free services are often destroyed by profit driven folks because they get paid to do so. Profit driven often causes less innovation than you think","http://www.youtube.com/channel/UCHD_1rQJfhJmKSKFk8zDCnA",
662,"Rebecca Phillips","The irony of this, even without taking the real faults of Capitalism into consideration as to why people would actually give credence to something like ESG since it does have the veneer of truth which is why people will be inclined to believe it, like the Trojan horse of good intentions inside it is ruinous in the end. Perhaps addressing the fact that the only reason why Capitalism has not devolved into the materialistic corrupt society that ought to be it\'s fruit since it is the ideological opposite of communism but holds similar tenants when it comes to the human person as a ""good"" /:) .. is simply because the majority of the people in the system are Christo-centric in their moral beliefs and therefor have an innate desire for right order and maintaining ethics based upon the moral good on mankind. When you have people like Claus who is not influenced by God\'s moral commandments but only his own and you fill a society with educators who secularize society with a godless agenda, is it any surprise that a Capitalist system will crush people just as much as a communist one will?","UgxtSTcvzCS5J8sGGzF4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxtSTcvzCS5J8sGGzF4AaABAg","2021-10-18 14:07:57",0,"The irony of this, even without taking the real faults of Capitalism into consideration as to why people would actually give credence to something like ESG since it does have the veneer of truth which is why people will be inclined to believe it, like the Trojan horse of good intentions inside it is ruinous in the end. Perhaps addressing the fact that the only reason why Capitalism has not devolved into the materialistic corrupt society that ought to be it\'s fruit since it is the ideological opposite of communism but holds similar tenants when it comes to the human person as a ""good"" /:) .. is simply because the majority of the people in the system are Christo-centric in their moral beliefs and therefor have an innate desire for right order and maintaining ethics based upon the moral good on mankind. When you have people like Claus who is not influenced by God\'s moral commandments but only his own and you fill a society with educators who secularize society with a godless agenda, is it any surprise that a Capitalist system will crush people just as much as a communist one will?","http://www.youtube.com/channel/UCGw7TJb_E_5xyuLwBniHp1A",
663,"Andrew","Profits are nice, but I wish some of these companies run by conservatives and libertarians would actually advocate for stuff we like. You can\'t make an idol out of free market economics when the enemy is using corporations to cram down crap that can\'t get through congress.","UgzUklfEA0zySbXBopF4AaABAg","",3,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzUklfEA0zySbXBopF4AaABAg","2021-10-18 14:04:00",0,"Profits are nice, but I wish some of these companies run by conservatives and libertarians would actually advocate for stuff we like. You can\'t make an idol out of free market economics when the enemy is using corporations to cram down crap that can\'t get through congress.","http://www.youtube.com/channel/UCB5Dn9I1y4ha2utJHFrw-nQ",
664,"lamont22222","First they start with the companies then they will come for you.","Ugy39DfE6QHIRmmR1P54AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugy39DfE6QHIRmmR1P54AaABAg","2021-10-18 14:02:04",0,"First they start with the companies then they will come for you.","http://www.youtube.com/channel/UCdg5t7HztqiQa6SJQ0uYPzg",
665,"Tilly Tilford","This is like an echo chamber. You\'re preaching to people that totally agree with you. The people that need to see and hear this, simply won\'t listen.","UgyCKHNbqIbuoG6gWid4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyCKHNbqIbuoG6gWid4AaABAg","2021-10-18 13:59:09",0,"This is like an echo chamber. You\'re preaching to people that totally agree with you. The people that need to see and hear this, simply won\'t listen.","http://www.youtube.com/channel/UCdnrNZdVsQHKCzbn-u2JIbg",
666,"Fire Force76","This reminds me of Panara Bread Cares...They tried to go woke and went Broke","UgwNr_A_YVttooxGM7p4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwNr_A_YVttooxGM7p4AaABAg","2021-10-18 13:57:21",1,"This reminds me of Panara Bread Cares...They tried to go woke and went Broke","http://www.youtube.com/channel/UChpNwVlrKzvbmryjoeRP79w",
667,"𝘿!𝙘𝙠 Riding ǤƗяℓ Emma","Everything woke turns into shit. - Donald John Trump","UgwNr_A_YVttooxGM7p4AaABAg.9TdyjKA1nqT9ULdD94Ab-v","Fire Force76",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwNr_A_YVttooxGM7p4AaABAg.9TdyjKA1nqT9ULdD94Ab-v","2021-11-04 22:15:09",0,"Everything woke turns into shit. - Donald John Trump","http://www.youtube.com/channel/UCwancrxi8YbmSGs2NJRb3eA",
668,"L Z","Nike has avoided this by laying off HQ campus employees and cheapening their products while increasing profit margins. The stock price rising each quarter is purely at the expense of their former employees and programs and other employee benefits that have been canceled at Nike HQ but of course, Nike has done a great job keeping all of that out of the news and it barely gets any attention from even local media.","Ugwa1J8V0rmcvmWZdJN4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugwa1J8V0rmcvmWZdJN4AaABAg","2021-10-18 13:57:07",0,"Nike has avoided this by laying off HQ campus employees and cheapening their products while increasing profit margins. The stock price rising each quarter is purely at the expense of their former employees and programs and other employee benefits that have been canceled at Nike HQ but of course, Nike has done a great job keeping all of that out of the news and it barely gets any attention from even local media.","http://www.youtube.com/channel/UCugKFeHrlLUhmfQAZF-diPg",
669,"Konrad Swart","_Everything you do for money is for the benefit of others!_ If you produce for money, you are doing things _for others,_ motivated by _self-interest!_","UgzkkHEAUCYvEBE2nDZ4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzkkHEAUCYvEBE2nDZ4AaABAg","2021-10-18 13:54:07",0,"_Everything you do for money is for the benefit of others!_ If you produce for money, you are doing things _for others,_ motivated by _self-interest!_","http://www.youtube.com/channel/UCOSpQmOpGQgdNyBjlNmY5VA",
670,"Joseph Dobesh","I agree to a point. There is a need for environmental regulations. I lived through the 70\'s when pollution was just crazy. Filthy water. Filthy Air. People throwing their trash on the street. But, this new environmentalism is taking us too far the other way. It\'s crazy also. Give us something in the middle.","Ugy812KykoMmu_GNntF4AaABAg","",3,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugy812KykoMmu_GNntF4AaABAg","2021-10-18 13:51:30",3,"I agree to a point. There is a need for environmental regulations. I lived through the 70\'s when pollution was just crazy. Filthy water. Filthy Air. People throwing their trash on the street. But, this new environmentalism is taking us too far the other way. It\'s crazy also. Give us something in the middle.","http://www.youtube.com/channel/UCdGA26eQMI5Hes2O8Gw73qA",
671,"boxofrox","​@YT No, I think he means communist hellholes, as in those places where individuals have little agency and opportunity to grow to point where they could apply the same efforts those ""richest countries with the cleanest environments"" have developed after that period of ""growing"" their economies 50/100 years ago. You know, in spite of the state behaving like America/UK from 50/100 years ago instead of America/UK today. Welcome to the idiots club, idiot.","Ugy812KykoMmu_GNntF4AaABAg.9Tdy3SqmQFD9TkC2ckFMNz","Joseph Dobesh",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugy812KykoMmu_GNntF4AaABAg.9Tdy3SqmQFD9TkC2ckFMNz","2021-10-20 23:57:54",0,"​@YT No, I think he means communist hellholes, as in those places where individuals have little agency and opportunity to grow to point where they could apply the same efforts those ""richest countries with the cleanest environments"" have developed after that period of ""growing"" their economies 50/100 years ago. You know, in spite of the state behaving like America/UK from 50/100 years ago instead of America/UK today. Welcome to the idiots club, idiot.","http://www.youtube.com/channel/UClVSGeHjaRfQyYEKiF0pgSw",
672,"YT","@Jim Werther Communist hellholes .. lol .. you mean they are growing economies - like America and the UK 50/100 years ago. You get angry on ESG integration, yet also happy to critique china around their emissions - bunch of idiots","Ugy812KykoMmu_GNntF4AaABAg.9Tdy3SqmQFD9TgQAXDnZFZ","Joseph Dobesh",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugy812KykoMmu_GNntF4AaABAg.9Tdy3SqmQFD9TgQAXDnZFZ","2021-10-19 12:44:21",0,"@Jim Werther Communist hellholes .. lol .. you mean they are growing economies - like America and the UK 50/100 years ago. You get angry on ESG integration, yet also happy to critique china around their emissions - bunch of idiots","http://www.youtube.com/channel/UC96P-2W4v8KGTYFKrOuRQOw",
673,"Jim Werther","The richest countries have the cleanest environment. In communist hellholes such as China, you can cut the air with a knife and fork.","Ugy812KykoMmu_GNntF4AaABAg.9Tdy3SqmQFD9TfDTm5h91R","Joseph Dobesh",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugy812KykoMmu_GNntF4AaABAg.9Tdy3SqmQFD9TfDTm5h91R","2021-10-19 01:34:09",0,"The richest countries have the cleanest environment. In communist hellholes such as China, you can cut the air with a knife and fork.","http://www.youtube.com/channel/UCH-9EO9bfC2QSatpXWTMjHA",
674,"mike smith","Tesla is a horrible example for good capitalism, they make a product few can afford, lose money on the car business so the gov pays them in environmental fees they take from other companies.","Ugw0tGIC1lqZPCIkorJ4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw0tGIC1lqZPCIkorJ4AaABAg","2021-10-18 13:47:01",0,"Tesla is a horrible example for good capitalism, they make a product few can afford, lose money on the car business so the gov pays them in environmental fees they take from other companies.","http://www.youtube.com/channel/UCCZUxeb6vE17Fz_Yhi2Y1Gw",
675,"mike smith","Tesla makes no profit on the cars it’s a loss the gov pays them too. And when big companies start to control our lives based on political beliefs it becomes bad","UgwQFUfKlI-TLKDEHZV4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwQFUfKlI-TLKDEHZV4AaABAg","2021-10-18 13:42:22",0,"Tesla makes no profit on the cars it’s a loss the gov pays them too. And when big companies start to control our lives based on political beliefs it becomes bad","http://www.youtube.com/channel/UCCZUxeb6vE17Fz_Yhi2Y1Gw",
676,"Kofi Quaye","Funny, I thought Business schools weren\'t woke but this proved me wrong.","UgwidWbBx06Znf_Iq1x4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwidWbBx06Znf_Iq1x4AaABAg","2021-10-18 13:40:19",0,"Funny, I thought Business schools weren\'t woke but this proved me wrong.","http://www.youtube.com/channel/UC7kpot-djUsbD6xVUUZvAgQ",
677,"Frank Batista","Socialism by a different name","UgyYRsEg9YldEwxGEUR4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyYRsEg9YldEwxGEUR4AaABAg","2021-10-18 13:39:25",0,"Socialism by a different name","http://www.youtube.com/channel/UC5XAPJ53Mp4vWtzETPgwWAw",
678,"Wintermute","Sorry, but this is definitly not the full truth either. Making a company pay for the external costs it produces, like environmental damage, is absolutely necessary in my opinion. Because if not, in every single case SOMEONE ELSE has to pay for it. Often times our children, the future tax payers. So, when a business which relied on not having to pay for it\'s external costs is now forced to pay for ALL the costs it actually produces, it is only natural that it\'s reported profits and company value will decline. And if under these circumstances the business has to file for bankruptcy, then the business model was already flawed in the first place. This is actually a good thing, because all things considered that particular business NEVER added any value for society. It was only able to survive because someone else was paying some of the bills all the time. If we want capitalism to do good for society, it is necessary that a company value reflects all relevant information about the business. Otherwise, missallocation of capital will be the consequence which will do harm in the long term.","UgzlyKAz7FRdWUAEfI54AaABAg","",2,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzlyKAz7FRdWUAEfI54AaABAg","2021-10-18 13:38:06",0,"Sorry, but this is definitly not the full truth either. Making a company pay for the external costs it produces, like environmental damage, is absolutely necessary in my opinion. Because if not, in every single case SOMEONE ELSE has to pay for it. Often times our children, the future tax payers. So, when a business which relied on not having to pay for it\'s external costs is now forced to pay for ALL the costs it actually produces, it is only natural that it\'s reported profits and company value will decline. And if under these circumstances the business has to file for bankruptcy, then the business model was already flawed in the first place. This is actually a good thing, because all things considered that particular business NEVER added any value for society. It was only able to survive because someone else was paying some of the bills all the time. If we want capitalism to do good for society, it is necessary that a company value reflects all relevant information about the business. Otherwise, missallocation of capital will be the consequence which will do harm in the long term.","http://www.youtube.com/channel/UCV3iayOIl3E7W0flOAAssdg",
679,"R J","If you claim to be a socialist, YOU are the problem.","UgzKRA20K3wCxe1Y0wN4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzKRA20K3wCxe1Y0wN4AaABAg","2021-10-18 13:37:16",0,"If you claim to be a socialist, YOU are the problem.","http://www.youtube.com/channel/UCwdSu9iBtHvQ-eZwaHlxwzw",
680,"Aioria de Leo","A business company is the most elemental optimization unit to create products and services from the efficient use of inputs and resources while delivering value to a customer or other business. This also has become less common sense as corporate leaders have allowed marxists militants disguised under social issues like wokeness to run the business decisions, which is the recipe for a complete mfking disaster in the American and Western economies. Guess who is behind the push of ESG in the West? China and the Left","UgwiCUYGQk4JgIRXijp4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwiCUYGQk4JgIRXijp4AaABAg","2021-10-18 13:33:17",0,"A business company is the most elemental optimization unit to create products and services from the efficient use of inputs and resources while delivering value to a customer or other business. This also has become less common sense as corporate leaders have allowed marxists militants disguised under social issues like wokeness to run the business decisions, which is the recipe for a complete mfking disaster in the American and Western economies. Guess who is behind the push of ESG in the West? China and the Left","http://www.youtube.com/channel/UClOC8FKLethU23HT-NMbnYQ",
681,"eugeneforge","I love ESG, it tells me companies that I will avoid investing in.","UgxQrPz44-USdR9ehMl4AaABAg","",230,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxQrPz44-USdR9ehMl4AaABAg","2021-10-18 13:31:51",7,"I love ESG, it tells me companies that I will avoid investing in.","http://www.youtube.com/channel/UCGfaUfzPj9DKCEbrIidfwFg",
682,"More Pressure","@Ricardo Alexandre de Moura Campos Then we make the Republicans understand that they\'re getting voted in depends on voting against it.","UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659UD-beQXe21","eugeneforge",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659UD-beQXe21","2021-11-01 13:46:26",0,"@Ricardo Alexandre de Moura Campos Then we make the Republicans understand that they\'re getting voted in depends on voting against it.","http://www.youtube.com/channel/UCv6knppE9t8OV7-dqgp_Q_Q",
683,"More Pressure","The higher the score the more EVIL they are","UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659UD-LqR26vD","eugeneforge",2,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659UD-LqR26vD","2021-11-01 13:44:09",0,"The higher the score the more EVIL they are","http://www.youtube.com/channel/UCv6knppE9t8OV7-dqgp_Q_Q",
684,"Party Dave","People like in the ESG makes me lose hope in humanity wisdom, but then people like you still make me hopeful","UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659UCMp-krcnI","eugeneforge",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxQrPz44-USdR9ehMl4AaABAg.9TdvoaU-L659UCMp-krcnI","2021-11-01 07:50:00",0,"People like in the ESG makes me lose hope in humanity wisdom, but then people like you still make me hopeful","http://www.youtube.com/channel/UCGsEzvEMmihtjdeZnCAUiJg",
